,Leading_Candidate,Vote_Percent_Leader,Vote_Count_Leader,Trailing_Candidate,Vote_Percent_Trailer,Vote_Count_Trailer,Reported_Percent
2024-10-07 13:16:58.142362,Trump,71.2,45306,Harris,27.7,17636,100
2024-10-07 13:17:06.592984,Trump,71.2,45306,Harris,27.7,17636,100
2024-10-07 13:17:16.274846,Trump,71.2,45306,Harris,27.7,17636,100
2024-10-07 13:17:25.826931,Trump,71.2,45306,Harris,27.7,17636,100
2024-10-07 13:17:34.643619,Trump,71.2,45306,Harris,27.7,17636,100
2024-10-07 13:17:43.877137,Trump,71.2,45306,Harris,27.7,17636,100
2024-10-07 13:17:52.608885,Trump,71.2,45306,Harris,27.7,17636,100
2024-10-07 13:18:01.460334,Trump,71.2,45306,Harris,27.7,17636,100
2024-10-07 13:18:10.526077,Trump,71.2,45306,Harris,27.7,17636,100
2024-10-07 13:18:19.481146,Trump,71.2,45306,Harris,27.7,17636,100
